contig	HOT224_1_0025m	HOT224_1_0045m	HOT224_1_0075m	HOT224_1_0125m	HOT224_1_0200m	HOT224_1_0500m	HOT224_1_0770m	HOT224_1_1000m	HOT225_1_0025m	HOT225_1_0045m	HOT225_1_0075m	HOT225_1_0125m	HOT225_1_0200m	HOT225_1_0500m	HOT225_1_0770m	HOT225_1_1000m	HOT226_1_0025m	HOT226_1_0045m	HOT226_1_0075m	HOT226_1_0200m	HOT226_1_0500m	HOT226_1_0770m	HOT226_1_1000m	HOT227_1_0025m	HOT227_1_0045m	HOT227_1_0075m	HOT227_1_0125m	HOT227_1_0770m	HOT229_1_0025m	HOT229_1_0125m	HOT229_1_0200m	HOT229_1_0500m	HOT229_1_1000m	HOT229_2_0025m	HOT229_2_0500m	HOT229_2_0770m	HOT229_3_0500m	HOT231_1_0025m	HOT231_1_0075m	HOT231_1_0125m	HOT231_1_0200m	HOT231_1_0500m	HOT231_1_0770m	HOT231_1_1000m	HOT231_2_0025m	HOT231_2_0125m	HOT232_1_0025m	HOT232_1_0075m	HOT232_1_0125m	HOT232_1_0200m	HOT232_1_0500m	HOT232_1_0770m	HOT232_1_1000m	HOT232_2_0500m	HOT232_3_0500m	HOT233_1_0025m	HOT233_1_0075m	HOT233_1_1000m	HOT233_1c_0125m	HOT233_1c_0200m	HOT233_1c_0770m	HOT233_2_0025m	HOT233_2c_0500m	HOT234_1_0075m	HOT234_1_0200m	HOT234_1_0500m	HOT234_1_0770m	HOT234_1_1000m	HOT234_2_0025m	HOT234_2_0075m	HOT234_2_0125m	HOT234_2_0200m	HOT234_3_0025m	HOT236_1_0025m	HOT236_1_0075m	HOT236_1_0125m	HOT236_1_0200m	HOT236_1_0500m	HOT236_1_1000m	HOT236_2_0500m	HOT236_2_0770m	HOT237_1_0025m	HOT237_1_0075m	HOT237_1_0200m	HOT237_1_0500m	HOT237_1_0770m	HOT237_1_1000m	HOT237_2_0075m	HOT237_2_0500m	HOT237_2_0770m	HOT237_3_0025m	HOT237_3_0125m	HOT237_3_0500m	HOT238_1_0025m	HOT238_1_0075m	HOT238_1_0500m	HOT238_1_1000m	HOT238_1c_0125m	HOT238_1c_0200m	HOT238_2_0500m	HOT238_2_0770m	
c_000000000084	0	0	0.000286163	0.00230105	0	0	0	0	0	0	0.00184904	0	0	0	0	0	0	0	0.000481643	0	0	0	0	0	5.9902e-05	0	0.00953075	0	0.00404582	0.00114746	0	0	0	0.00243268	0	0	0	0	0.000183187	0	0	0	0	0	0	0.00317282	0	0.00624426	0.000443653	0	0	0	0	0	0	0	4.83263e-05	0	0.00370745	0	0	0	0	0.0272764	0	0	0	0	0	0.0251455	0.00195672	0	0	0.00107475	0.0163008	0.000586831	0	0	0	0	0	0	0	0	0	0	0	6.24473e-05	0	0	0	0.00152847	0	0.00293649	0.00221857	0	0	0.0113661	0	0	0	
c_000000000085	0	0	0	0	0.0318209	0	0	0	0	0	0	0	0.124713	0	0	0	0	0	0	0.0234677	0	0	0	0	0	0	0	0	0	0	0.0243206	0	0	0	0	0	0	0	0	0	0.0304674	0	0	0	0	0	0	0	0	0.0133388	0	0	0	0	0	0	0	0	0	0.00602821	0	0	0	0	0.00305883	0	0	0	0	0	0	0.000893919	0	0	0	0.00251822	0.0140811	0	0	0	0	0	0	0.000351461	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00268473	0.00766974	0	0	
c_000000000086	0.021463	0.0176629	0.0245781	0.0171288	0	0	0	0	0.0159909	0.0133129	0.0222977	0	0	0	0	0	0.00186955	0.0019944	0.0112606	0	0	0	0	0.0186362	0.0219755	0.0199403	0.00251252	0	0.00958342	0.00024269	0	0	0	0.0101706	0	0	0	0	0.00506034	0	0	0	0	0	0.0176641	0	0	0.00550997	0	0	0	0	0	0	0	0	0.0452978	0	0.00618691	0	0	0.050191	0	0.00870135	0	0	0	0	0.000175485	0.00873711	0	0	0.00273402	0.000928934	0	0	0	0	0	0	0	0.0013872	0.00662669	0	0	0	0	0.0215585	0	0	0.0212519	0	0	0.0101005	0.0207702	0	0	5.29846e-05	0	0	0	
c_000000000087	0.00449852	0.00438032	0.0153967	0.00562906	0	0	0	0	0.00111001	0.00213652	0.0159543	0	0	0	0	0	0.00087796	0.000741385	0.0227231	0	0	0	0	0.0114666	0.0123199	0.0110218	0.00923052	0	0.0215573	0.00104134	0	0	0	0.0219325	0	0	0	0	0.0150522	0	0	0	0	0	0.00837338	7.39871e-05	0.00756753	0.0281185	0.00131235	0	0	0	0	0	0	0	0.0252503	0	0.00624186	0	0	0.00217585	0	0.0663927	0	0	0	0	0	0.0642119	0.000246755	0	0.00104723	0.0235388	0.0575881	0	0	0	0	0	0	0	0.0119584	0	0	0	0	0.0170424	0	0	0.0138536	0	0	0.0369583	0.0346326	0	0	0.00086751	0	0	0	
c_000000000088	0.00023336	3.09541e-05	0.00063086	0.00228146	0.000689833	0	0	0	1.35728e-05	0.0001633	0.000841912	0.0249997	0	0	0	0	0	0	0.000301302	0.0120564	0	0	0	0.000194605	0.00021562	0	0.00227389	0	0.000398762	0.0386452	2.24343e-05	0	0	0.000144842	0	0	0	0	0	0.0131458	0.00931033	0	0	0	9.60465e-05	0.0230973	0	0.000867976	0.0147315	0.000730775	0	0	0	0	0	0	0.000946508	0	0.0050047	0.0072087	0	0.000116491	0	0.000406555	0.00320682	0	0	0	0	0.00101541	0.0327441	0.00078356	0	6.58539e-05	0.000346949	0.0199445	0	0	0	0	0	0.00676145	0	0	0	0	0	0.000386038	0	0	0.000521153	0.0173841	6.4292e-05	0.000363794	0.000536583	0	0	0.0104439	0.00739484	0	0	
c_000000000089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00472246	0	0	0	0	0	0	0	0	0	0.00451982	0	0	0	0	0	0	0	0	0.00755822	0	0	0	0	0	0	0	0	0	0.0216495	0	0	0	0	0.0107516	0	0	0	0	0	0	0.00708458	0	0	0	0	0.00847897	0	0	0	0	0	0	0.0112415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00657827	0	0	
c_000000000090	0	0	0	0	0	0	0.129444	0.0627108	0	0	0	0	0	0	0.223144	0.443976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
c_000000000092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0048599	0	0	0	0.000478745	0	0.00164593	0	0	0	0.00607142	0.000367444	0	0	0	0	0	0	0	0.00787739	0	0	0	0.000214478	0.00101163	0	0	0	0	0.0213824	0	0	0	0	0.00998328	0.00022239	0	0	0	0	0	0.00992626	0	0	0	0	0.00855759	0.000126194	0	0.000413355	0	0	0	0.00900988	0.000596139	0	0	0	0.000832145	0	0	0	0	0	0	0.000164455	0	0	0.00704278	0.000505696	0.000545748	
c_000000000093	0.00592894	0.0035337	0.0249852	0.0172676	0	0	0	0	0.00295693	0.00324384	0.0555541	0	0	0	0	0	0	0	0.0122238	0	0	0	0	0.00038586	0.00304093	0	0.0124276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00656175	0	0.00203836	0	0	0	0	0	0	0	0	0.0371556	0	0.031176	0	0	0.00025671	0	0.0158343	0	0	0	0	0	0.0150211	6.63725e-06	0	0	0.00104217	0.0126175	0	0	0	0	0	0	0	0	0	0	0	0	0.00377057	0	0	0.00215396	0.000807735	0	0.00190756	0.00359444	0	0	0.004587	0	0	0	
c_000000000094	0	0	0	0	0.00586947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0101339	0	0	0	0	0	0	0	0	0	0.025675	0	0	0	0	0	0	0	0	0.0238386	0	0	0	0	0	0	0	0	0	0.0123089	0	0	0	0	0.00913663	0	0	0	0	0	0	0.00995133	0	0	0	0	0.0345322	0	0	0.00175029	0	0	0	0.00901063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00575084	0	0	
c_000000000096	0	0	0	0	0.014065	0	0	0	0	0	0	0.000703397	0.00346216	0	0	0	0	0	0	0.000534047	0	0	0	0	0	0	0	0	0	0.0118886	0.00685754	0	0	0	0	0	0	0	0	0	0.0311022	0	0	0	0	0.00464934	0	0	0.000871661	0.0185357	0	0	0	0	0	0	0	0	0	0.0390919	0	0	0	0	0.0407915	0	0	0	0	0	0.0190903	0.042544	0	0	0	0.022499	0.0360609	0	0	0	0	0	0	0.0134312	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00826696	0.0761201	0	0	
c_000000000097	0.0229012	0.027338	0.024807	0.0173645	0.000120314	0.000193391	0	0	0.0601064	0.051035	0.0304674	0.00258317	0.00037808	0.00204023	0	0	0.0492737	0.0497078	0.0315526	0	0	0	0	0.0233876	0.0264889	0.0259626	0.00583962	0	0.0115495	0.00353424	0.00149379	0	0	0.00763664	0.000857867	0	0.00391122	0	0.0101109	0	0.000189436	0.000856229	0	0	0.0178735	0.001924	0.00873878	0.0127855	0.00020244	0.000526861	0	0	0	7.99746e-05	0.00198599	0	0.0094105	0	0.00320481	0.000113313	0	0.0124834	0	0.00415874	0.00050569	0	0	0	0.00642582	0.00395079	0.00019435	0.000396426	0.0070878	0.0106265	0.0122838	0.000400518	0.000197201	0.000926162	0	0.00176473	0.000354881	0.0556597	0.0370778	0.000712055	0.00118742	0	0	0.0276418	0.00103547	0	0.0383058	0.0142088	0	0.0126419	0.0158642	0.000750006	0	0.000955333	2.42003e-05	0.00177695	0.00188661	
c_000000000098	0.0172683	0.0122395	0.0113859	0.00164819	0	0	0	0	0.0101899	0.0117758	0.00427452	0	0	0	0	0	0.0160536	0.0165947	0.0139543	0	0	0	0	0.0170905	0.0171444	0.0142408	0.00103959	0	0.101729	0.00320746	0	0	0	0.0978827	0	0	0	0.181854	0.0607816	0	0	0	0	0	0.0674155	0.000474905	0.0601633	0.0244087	0.00489578	0	0	0	0	0	0	0.091199	0.0238262	0	0.00131952	0	0	0.0396491	0	0.006405	0	0	0	0	0.00962161	0.00895488	8.40453e-05	0	0.00821075	0.021326	0.00580404	0	0	0	0	0	0	0.00186161	0.0208815	0	0	0	0	0.0114618	0	0	0.0117163	0	0	0.0268159	0.0211122	0	0	0.000103809	0	0	0	
c_000000000099	0	0	0	0	0.000128844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0117357	0	0	0	0	0	0	0	0	0	0.000452493	0	0	0	0	0	0	0	0	0.0106795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013756	0	0	0	0	0	0	0.0159401	0	0	0	0	0.00461546	0	0	0	0	0	0	2.68728e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0012573	0	0	
c_000000000100	0	0	0	0	0.00437664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00251104	0.0011772	0	0	0	0	0	0	0	0	0	0.0202709	0	0	0	0	0.000235473	0	0	0	0.00881316	0	0	0	0	0	0	0	0	0	0.062893	0	0	0	0	0.0219653	0	0	0	0	0	0.011992	0.0284147	0	0	0	0.0134631	0.0212169	0	0	0	0	0	0	0.0173664	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00330134	0.138169	0	0	
c_000000000101	0	0	0	0	0	0	0	0	0	0	0	0.0339269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00387458	0.000660843	0	0	0	0	0	0	0	0	0	0.00219857	0	0	0	0	0.00589756	0	0	0	0.000979553	0	0	0	0	0	0	0	0	0	0.00461262	0	0	0	0	0.000609615	0	0	0	0	0	0.00430643	0	0	0	0	0.0280484	0.00244371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.014845	0	0	0	0	0	0.0123891	0.000493847	0	0	
c_000000000102	0	0	0.00404234	0.0580657	0	0	0	0	0	0	0.00882419	0.0389023	0	0	0	0	0	0	0.00150057	0	0	0	0	0	0.000322007	0	0.0713254	0	0	0.0213039	0.00279515	0	0	0	0	0	0	0	0	0.0295375	0.000369268	0	0	0	0	0.0364023	0	0.00874791	0.00972438	0	0	0	0	0	0	0	0.00487517	0	0.0740293	0	0	0	0	0.00545447	0	0	0	0	0	0.00397097	0.0152037	0	0	0	0.00876056	0.0223541	0.000284761	0	0	0	0	0.0037959	0	0	0	0	0	0	0	0	0	0.0403407	0	0	0	0	0	0.0243931	0.00112028	0	0	
c_000000000103	0	0	0	0.00283943	0	0	0	0	0	0	0.000301527	7.0973e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0127937	0	0	0.000928345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00208344	0	0.0013653	0.00593722	0	0	0	0	0	0	0	0	0	0.0133374	0	0	0	0	0	0	0	0	0	0	0	0.000762323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000175589	0	0	0	
c_000000000104	0	0	4.66429e-05	0.00179724	0	0	0	0	0	0	4.46437e-05	0.0124352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00080983	0	0	0.0204893	0	0	0	0	0	0	0	0	0	0	0.00117493	0	0	0	0	0.0151087	0	0.000198167	0.00120673	0	0	0	0	0	0	0	4.69125e-05	0	0.00761237	0	0	0	0	5.34189e-05	0	0	0	0	0	0.000146539	0.0345603	0	0	0	0	0.0101014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00797576	0.00199095	0	5.51906e-05	0	0	0.00991822	0.00244471	0	0	
c_000000000105	0	0	0.000747422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0127644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.012056	0	0	0	0	0	0	0	0	0	0	0	0	6.23259e-05	0	0	0	0	0	0	0	0	0	0	0	7.39412e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00186359	0	0	0	
c_000000000106	0.00991469	0.00999438	0.00691447	0.00382676	0	0	0	0	0.00830787	0.0117605	0.00404282	0	0	0	0	0	0.0269606	0.0252446	0.016375	0	0	0	0	0.016709	0.0121555	0.0113397	0.00185824	0	0.0143241	0	0	0	0	0.0133859	0	0	0	0	0.0268958	0	0	0	0	0	0.0391294	0	0.0126222	0.000803899	0	0	0	0	0	0	0	0	0.0014294	0	0	0	0	0.00257522	0	0.000934509	0	0	0	0	0.000760589	0.000300108	0	0	0.00256209	0.00655865	0.00146874	0	0	0	0	0	0	0	0	0	0	0	0	0.000262134	0	0	0	0	0	0.00732081	0.00500085	0	0	0	0	0	0	
c_000000000108	0.0367597	0.0347581	0.0217024	0	0	0	0	0	0.0263574	0.0265898	0.000905776	0	0	0	0	0	0.0254349	0.0182911	0.0132781	0	0	0	0	0.0109832	0.0103037	0.00797539	0	0	0	0	0	0	0	0	0	0	0	0	0.0036744	0	0	0	0	0	0.0043213	0	0.000265288	0	0	0	0	0	0	0	0	0	0.00736511	0	0	0	0	0.0165044	0	0	0	0	0	0	0	0	0	0	0.0022604	0.00117757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
c_000000000109	0.150425	0.210287	0.0878601	0	0	0	0	0	0.0796119	0.0757836	0.00717649	0	0	0	0	0	0.0224504	0.0265063	0.0163796	0	0	0	0	0.0128836	0.0101598	0.00507916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166839	0.020102	0	0	0	0	0.0683096	0	0.00129647	0	0	0	0	0.0846191	7.48254e-05	0	0	0.0766033	0.0180552	0.000678906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00313382	0.000983933	0	0	0	0	0	0	
c_000000000110	0	0	0	0.00164286	0	0	0	0	0	0	0	0.0189813	0	0	0	0	0	0	0	0.00204969	0	0	0	0	0	0	0.000706791	0	0	0.0205677	0	0	0	0	0	0	0	0	0	0	0.000242245	0	0	0	0	0.00883324	0	0	0.00205636	0	0	0	0	0	0	0	0	0	0.0145334	0	0	0	0	0	0	0	0	0	0	0	0.0263245	0	0	0	0	0.0164632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03181	0.000332435	0	0	0	0	0.011553	0.000535212	0	0	
c_000000000111	0.00908378	0.00801381	0.00886477	0.0160317	0	0	0	0	0.0112106	0.0123776	0.0105258	0	0	0	0	0	0.0116715	0.00989352	0.010479	0	0	0	0	0.0110157	0.0114875	0.010635	0.00183599	0	0.0147329	0.0061392	0	0	0	0.0156155	0	0	0	0	0.00933614	0	0	0	0	0	0.0161721	3.23547e-05	0.00777315	0.00751453	0.000171826	0	0	0	0	0	0	0	0.00245139	0	0.000438115	0	0	0	0	0.00385955	0	0	0	0	0	0.00199337	1.1473e-05	0	0.00032104	0.00111609	0.00115352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00202978	0.00205336	0	0	0	0	0	0	
c_000000000112	0	0	0	0.000727797	0	0	0	0	0	0	0	0.00677599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000874268	0	0	0.00449041	0.000386427	0	0	0	0	0	0	0	0	0	0.00674232	0	0	0	0	0.000789382	0	0	0.00116685	0.00305621	0	0	0	0	0	0	0	0	0.00374196	0.00652759	0	0	0	1.08711e-05	0.0105121	0	0	0	0	0	0.0103552	0.00979701	0	0	0	0.00154859	0.00645029	0	0	0	0	0	0	0.00394289	0	0	0	0	0	0	0	0.000483774	0	0	0	0	0	0.00216028	0.0168236	0	0	
c_000000000113	0	0	0	0	0.0244334	0.0146976	0	0	0	0	0	0	2.73136e-05	0	0	0	0	0	0	0.00829879	0	0	0	0	0	0	0	0	0	0	0.00871448	0	0	0	0	0	0	0	0	0	0.000781825	0.0170255	0	0	0	0.00386613	0	0	0	0.00511647	0.00161183	0	0	0.0126772	0.0256459	0	0	0	0	0.0055737	0	0	0	0	0.00480894	0	0	0	0	0	0.00631034	0.00375162	0	0	0	0	0.00012245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00111199	0	0.00271117	0.00432922	0.00593925	0	
c_000000000116	0	0	0	0	0	0	0	0	0	0	0	0	0.000343593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0120916	0	0	0	0	0	0	0	0	0	0.00122441	0	0	0	0	0	0	0	0	0.0072543	0	0	0	0	0	0	0	0	0	0.000242386	0	0	0	0	0.0117208	0	0	0	0	0	0	0.00964801	0	0	0	0	0.0149428	0	0	4.28161e-06	0	0	0	0.0142216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00223926	0.000211007	0	
c_000000000117	0	0	0	0	0	0	0	0	0	0	0	0.0554515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
c_000000000118	0	0	0	0.00204053	0	0	0	0	0	0	0.00129275	0.000635012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.020908	0	0	0.00126167	0	0	0	0	0	0	0	0	0	0.0192821	0	0	0	0	0	0.0345748	0	0.00197292	0	0	0	0	0	0	0	0	0	0	0.0146224	0	0	0	0	0.00199855	0	0	0	0	0	0.000145002	0.000629793	0	0	0	0.00633182	0.00510963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0273273	0	0	0	0	0	0.00682767	0	0	0	
c_000000000119	0.000429501	0	0.00225807	0.000587161	0	0	0	0	0	0	0.00371589	0	0	0	0	0	0	0	0.0067231	0	0	0	0	0	0.000114914	0	0.00109779	0	0.00107953	0	0	0	0	0.00111072	0	0	0	0	0.00127782	0	0	0	0	0	0	0	0.00111367	0.00750712	0	0	0	0	0	0	0	0	0.00489457	0	0	0	0	0	0	0.0837786	0	0	0	0	0	0.081012	0	0	0.000211217	0.0111144	0.0191522	0	0	0	0	0	0	0	0	0	0	0	0	0.00191765	0	0	0.000591663	0	0	0.00262345	0.0022118	0	0	0	0	0	0	
c_000000000120	0	0	0	0	0.0028512	0.12052	0	0	0	0	0	0	0.00185005	0.140735	0	0	0	0	0	0	0.101082	0	0	0	0	0	0	0	0	0	0.00544222	0.0889363	0	0	0.0878846	0	0.0837285	0	0	0	0.00487325	0.144878	0	0	0	0	0	0	0	0.00493913	0.111458	0	0	0.10913	0.105814	0	0	0	0	0.00640675	0	0	0.202817	0	0.00494735	0.0576362	0	0	0	0	1.7014e-05	0.00680385	0	0	0	0	0.00999161	0.0819217	0	0.0814617	0	0	0	0.00422375	0.0467046	0	0	0	0.0577734	0	0	0	0.023915	0	0	0.100352	0	1.45027e-05	0.00364317	0.103203	0	
c_000000000121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00516013	0	0	0	0	0	0	0	0	0	3.92267e-05	0	0	0	0	0	0	0	0	0.00507827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00727884	0	0	0	0	0	0	0.00633017	0	0	0	0	0.00946051	0	0	0	0	0	0	0.00775796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00300372	0	0	
c_000000000122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
c_000000000123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0178098	0	0	0	0	0	0.000594414	0	0	0	0	0	0	0	0	0	0	0	0	0.00471432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0293394	0	0	0	0	0	0	0.0336674	0	0	0	0	0.0196365	0	0	0	0	0	0	0.0226311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
c_000000000124	0	0	0	0	0.0466655	0	0	0	0	0	0	0	0.00970541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0338122	0	0	0	0	0	0	0	0	0	0.00363177	0	0	0	0	0	0	0	0	0.0357097	0	0	0	0	0	0	0	0	0	0.000723198	0	0	0	0	0.0216652	0	0	0	0	0	0	0.0302704	0	0	0	0	0.00991242	0	0	0	0	0	0	0.000661281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0158257	0	0	
c_000000000125	0	0	0	0	0.00176056	0	0	0	0	0	0	0	0.0111043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0664548	0	0	0	0	0	0	0	0	0	0.0196906	0	0	0	0	0	0	0	0	0.0233218	0	0	0	0	0	0	0	0	0	0.00995102	0	0	0	0	0.00855711	0	0	0	0	0	0.00179013	0.00354126	0	0	0	0.00308318	0.0159134	0	0	0	0	0	0	0.00227886	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002857	0.00508451	0	0	
c_000000000126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.9985e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0274027	0	0	0	0	0	0	0.0332835	0	0	0	0	0.00654496	0	0	0	0	0	0	0.00208851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.13186e-05	0	0	
c_000000000127	0	0	0	0	0.00355648	0	0	0	0	0	0	0	0.0292221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0202598	0	0	0	0	0	0	0	0	0	0.00891285	0	0	0	0	0	0	0	0	0.0251586	0	0	0	0	0	0	0	0	0	0.000699922	0	0	0	0	0.0135444	0	0	0	0	0	0	0.0144528	0	0	0	0	0.0164028	0	0	0	0	0	0	0.0316621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00279272	0	0	
c_000000000128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013803	0	0	0	0	0.0154234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
c_000000000129	0	0	0	0	0	0	0	0.238739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00199941	0.03894	0	0	0.0329851	0.0284443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000218834	0.000587171	0	0.000403809	0.184928	0	0	0	0	0	0.212935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
c_000000000131	0	0	0	0	0	0	0	0.235572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00155439	0.0329165	0	0	0.0291421	0.0250926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000442247	0.000175646	0	0.000232765	0.171464	0	0	0	0	0	0.234799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
c_000000000132	0	0	0	0	0	0	0	0.204038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00195546	0.0402187	0	0	0.030535	0.0242374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000248459	0.000101099	0	0.000721978	0.165165	0	0	0	0	0	0.211003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
c_000000000133	0	0	0	0	0	0	0	0	0	0	0	0.000569332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000831185	0	0	0.0015151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000973511	0	0	0.0533356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00580482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000645307	0	0	0	0	0	0.00356477	0	0	0	
c_000000000134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000662104	0	0	0	0	0	0	0	0	0	0.00566859	0	0	0	0	0	0	0	0	0.0020776	0	0	0	0	0	0	0	0	0	0.0333332	0	0	0	0	0.00215147	0	0	0	0	0	0	0.000152392	0	0	0	0	0.000766372	0	0	0	0	0	0	0.0081558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00848442	0	0	
